CLIENTNUM,Attrition_Flag,DOB_Year,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Credit_Limit,Total_Trans_Ct,Avg_Utilization_Ratio
721132233,Existing Customer,1979,F,4,Uneducated,Married,Less than $40K,Blue,31,2,2410,30,0.734
719211558,Attrited Customer,1976,M,2,Graduate,Single,$60K - $80K,Blue,36,1,3401,18,0
712069008,Existing Customer,1979,F,4,Uneducated,Married,Less than $40K,Blue,23,2,2260,33,0.446
715996983,Existing Customer,1974,M,4,Uneducated,Divorced,$80K - $120K,Blue,30,2,17682,31,0.14
773466258,Existing Customer,1973,F,4,High School,Married,$40K - $60K,Blue,42,1,4206,22,0.262
798983508,Existing Customer,1978,M,1,Graduate,Single,$80K - $120K,Silver,37,3,34516,34,0.042
719117433,Existing Customer,1980,M,4,High School,Unknown,$80K - $120K,Blue,36,3,23018,24,0.094
716451183,Existing Customer,1967,F,1,Uneducated,Married,$40K - $60K,Blue,44,2,5556,21,0.308
718621608,Attrited Customer,1967,F,2,High School,Married,Unknown,Blue,44,3,6094,14,0
715085733,Existing Customer,1960,M,0,Graduate,Married,$40K - $60K,Blue,52,1,2939,33,0.68
788977833,Existing Customer,1960,M,0,Uneducated,Married,$80K - $120K,Blue,48,1,5362,41,0.238
720272958,Attrited Customer,1973,M,2,High School,Married,$120K +,Blue,36,3,27126,25,0
708421833,Existing Customer,1976,F,4,Graduate,Single,Less than $40K,Blue,36,3,3342,30,0.753
709173108,Attrited Customer,1967,F,4,Graduate,Married,Unknown,Blue,40,2,2532,21,0.877
709879458,Existing Customer,1967,F,3,Doctorate,Married,Unknown,Blue,46,2,1900,45,0.724
715120608,Existing Customer,1977,M,3,Graduate,Single,$60K - $80K,Blue,37,3,14546,27,0.117
770632758,Existing Customer,1971,F,4,Doctorate,Single,Unknown,Blue,36,3,2521,33,0.638
779078733,Existing Customer,1966,M,2,Doctorate,Married,$60K - $80K,Blue,36,4,16427,36,0.102
771742533,Existing Customer,1973,M,2,Graduate,Unknown,$40K - $60K,Blue,36,1,13068,28,0.131
720250158,Existing Customer,1976,M,2,College,Single,$60K - $80K,Blue,33,3,23218,37,0.078
716458983,Existing Customer,1961,M,0,High School,Married,$40K - $60K,Blue,36,1,3281,29,0.255
713747733,Existing Customer,1966,M,2,High School,Married,$40K - $60K,Blue,47,3,3096,41,0.716
712270158,Existing Customer,1959,F,0,High School,Married,$40K - $60K,Blue,52,2,2052,31,0.609
789562383,Existing Customer,1983,F,1,High School,Unknown,Less than $40K,Blue,30,3,1438.3,24,0.405
754897008,Existing Customer,1975,M,3,High School,Single,$40K - $60K,Blue,39,3,9432,26,0.15
819700533,Existing Customer,1971,M,0,High School,Single,$120K +,Silver,45,2,14938,27,0.154
712890408,Existing Customer,1976,M,2,Uneducated,Married,$60K - $80K,Blue,36,3,2221,30,0.605
720248208,Existing Customer,1974,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,3,5731,26,0.275
779749908,Existing Customer,1973,M,4,College,Married,$60K - $80K,Gold,33,2,34516,32,0.06
717401883,Existing Customer,1986,M,3,Uneducated,Married,$60K - $80K,Blue,22,2,6985,44,0.162
721509558,Existing Customer,1970,M,2,Graduate,Married,$120K +,Blue,42,3,24221,40,0.07
710572458,Existing Customer,1985,F,3,High School,Married,Unknown,Blue,24,1,15439,43,0
714576183,Existing Customer,1974,M,4,Graduate,Single,$80K - $120K,Blue,36,3,21637,23,0.094
721425558,Existing Customer,1969,M,2,Graduate,Single,$120K +,Blue,37,3,14543,37,0
711109908,Existing Customer,1978,F,4,Uneducated,Married,Less than $40K,Blue,36,1,9684,31,0.256
715203108,Existing Customer,1958,M,2,High School,Married,$40K - $60K,Blue,36,2,5007,28,0.186
710027508,Existing Customer,1960,M,0,Graduate,Married,$60K - $80K,Blue,54,2,1616,33,0.648
787464408,Existing Customer,1968,M,2,Uneducated,Single,$60K - $80K,Blue,40,2,19116,29,0
783542133,Existing Customer,1968,F,3,Graduate,Married,Less than $40K,Blue,47,6,2759,42,0.806
708330858,Attrited Customer,1964,M,3,Graduate,Married,$120K +,Blue,38,3,8249,11,0.167
714426783,Existing Customer,1983,F,2,Graduate,Single,Unknown,Blue,31,3,14041,29,0.153
712701333,Existing Customer,1968,M,3,High School,Married,$60K - $80K,Blue,43,3,5264,27,0.412
709494483,Existing Customer,1958,F,0,Unknown,Married,Less than $40K,Blue,54,2,2420,36,0.79
773373108,Existing Customer,1972,F,4,High School,Married,Less than $40K,Blue,43,2,2826,28,0.732
715812258,Existing Customer,1976,M,2,High School,Married,$80K - $120K,Blue,34,5,12518,33,0.123
778286433,Existing Customer,1954,M,0,Graduate,Married,$40K - $60K,Blue,56,2,5876,55,0.221
789270033,Existing Customer,1973,M,3,Graduate,Single,$80K - $120K,Silver,37,2,34516,13,0
711569433,Existing Customer,1970,F,2,Uneducated,Divorced,Less than $40K,Blue,38,1,9648,22,0.2
720214833,Existing Customer,1969,M,2,High School,Single,$80K - $120K,Silver,40,3,34516,23,0.063
709346133,Existing Customer,1966,F,2,Uneducated,Married,Unknown,Blue,35,3,3025,23,0.785
788194458,Existing Customer,1987,M,3,High School,Married,$60K - $80K,Blue,26,3,3265,35,0.771
720779733,Existing Customer,1965,M,1,Uneducated,Married,$120K +,Blue,36,2,6041,49,0.224
717424458,Existing Customer,1977,F,2,Post-Graduate,Married,Less than $40K,Blue,36,3,2293,22,0.795
708820308,Existing Customer,1974,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,36,2,13399,31,0.187
710558058,Existing Customer,1975,F,3,Unknown,Married,Less than $40K,Blue,38,3,4317,36,0.583
770590758,Existing Customer,1978,F,3,Graduate,Single,$40K - $60K,Blue,29,2,3378,16,0.316
718490658,Existing Customer,1971,F,1,Graduate,Single,Less than $40K,Blue,36,1,5012,28,0.447
711985833,Existing Customer,1983,F,4,Uneducated,Single,Less than $40K,Blue,30,1,2569,46,0.625
708967608,Existing Customer,1968,F,1,Graduate,Single,Less than $40K,Blue,45,1,3471,24,0.514
718505958,Existing Customer,1978,M,5,Graduate,Divorced,$120K +,Silver,31,3,34516,38,0.049
715024233,Existing Customer,1968,M,1,High School,Married,$120K +,Blue,36,3,3312,32,0.557
779249583,Existing Customer,1965,F,1,Graduate,Married,Less than $40K,Blue,38,3,2578,29,0.955
709278258,Attrited Customer,1967,M,2,Unknown,Married,$40K - $60K,Blue,44,3,2902,26,0.867
778928283,Existing Customer,1964,F,3,High School,Married,Less than $40K,Blue,39,2,2742,32,0.846
712299858,Existing Customer,1959,M,1,High School,Married,Less than $40K,Blue,53,3,2077,38,0.756
799224108,Existing Customer,1975,F,4,Graduate,Single,Less than $40K,Blue,40,1,6265,43,0.31
809976033,Existing Customer,1972,M,2,Uneducated,Married,$60K - $80K,Blue,44,3,7819,25,0.2
716203308,Existing Customer,1969,M,3,Graduate,Single,$80K - $120K,Blue,42,3,2731,22,0.62
714871683,Attrited Customer,1963,M,1,Uneducated,Married,$40K - $60K,Blue,36,4,1438.3,13,0.373
716139933,Existing Customer,1967,M,0,High School,Married,$80K - $120K,Blue,36,1,16286,49,0.105
716984658,Existing Customer,1972,M,1,Graduate,Married,$120K +,Blue,39,2,34516,31,0
713086008,Existing Customer,1963,F,3,High School,Married,Less than $40K,Blue,47,1,2609,34,0.935
713773458,Existing Customer,1969,M,2,High School,Single,$60K - $80K,Blue,45,3,7567,32,0.155
719242533,Existing Customer,1980,M,5,High School,Married,$60K - $80K,Blue,33,3,22770,38,0.111
772712658,Existing Customer,1959,F,0,Uneducated,Married,Less than $40K,Blue,50,1,3791,34,0.435
788868858,Existing Customer,1967,M,2,Graduate,Married,Less than $40K,Blue,39,4,2702,32,0.932
811898133,Existing Customer,1981,F,3,High School,Divorced,Less than $40K,Blue,35,1,2555,32,0.829
788808633,Existing Customer,1978,M,3,Graduate,Married,$80K - $120K,Blue,26,3,2355,29,0.463
779804208,Existing Customer,1968,F,2,Graduate,Single,$40K - $60K,Blue,42,2,5332,39,0
781391058,Existing Customer,1966,M,1,Uneducated,Single,$40K - $60K,Blue,49,3,1443,38,0.953
790134408,Existing Customer,1975,M,4,Graduate,Single,$60K - $80K,Blue,39,2,10741,22,0.07
788853258,Existing Customer,1980,M,1,Uneducated,Married,$60K - $80K,Blue,25,2,7984,39,0.188
711857733,Existing Customer,1972,M,3,Uneducated,Single,$60K - $80K,Blue,32,2,18584,34,0.135
822969858,Existing Customer,1960,F,0,Graduate,Married,Unknown,Blue,56,1,5585,31,0.262
719554758,Existing Customer,1975,M,2,Uneducated,Married,$80K - $120K,Blue,38,3,34516,32,0.063
711643458,Existing Customer,1971,F,1,Uneducated,Married,Less than $40K,Blue,43,3,1438.3,41,0
788830683,Existing Customer,1981,M,2,Graduate,Single,$80K - $120K,Blue,24,1,2478,31,0.82
807030858,Existing Customer,1970,M,4,High School,Single,$120K +,Blue,46,3,34516,47,0.066
793059108,Existing Customer,1971,F,2,Graduate,Married,$40K - $60K,Blue,44,2,2339,22,0.616
716568708,Existing Customer,1974,F,2,Graduate,Married,Less than $40K,Blue,36,3,2726,27,0
828281733,Existing Customer,1978,M,4,Unknown,Married,$120K +,Blue,39,3,14881,23,0.057
717229158,Existing Customer,1985,F,4,Graduate,Married,$40K - $60K,Blue,36,3,1628,15,0.595
715915458,Existing Customer,1974,F,2,Graduate,Married,Less than $40K,Blue,34,2,3156,31,0.521
819129858,Existing Customer,1975,F,2,Graduate,Single,Less than $40K,Blue,41,3,4745,31,0.268
713441958,Existing Customer,1975,M,2,High School,Married,$120K +,Blue,36,3,19727,25,0.09
719091333,Existing Customer,1969,M,0,Uneducated,Married,$60K - $80K,Blue,36,3,22720,27,0.035
708666258,Existing Customer,1978,M,4,Unknown,Married,$40K - $60K,Blue,36,3,8129,33,0.221
714914583,Existing Customer,1981,F,4,Graduate,Single,Less than $40K,Blue,27,2,3751,30,0.405
714363858,Existing Customer,1967,F,4,High School,Married,Less than $40K,Blue,36,5,1594,35,0.885
721347408,Existing Customer,1966,F,1,High School,Single,Less than $40K,Blue,43,2,2569,39,0.546
809608533,Existing Customer,1972,F,4,Post-Graduate,Single,Unknown,Blue,44,3,18206,48,0.087
772047183,Existing Customer,1976,M,4,High School,Married,$40K - $60K,Blue,34,3,3104,24,0.569
714217908,Existing Customer,1972,M,3,Graduate,Married,$40K - $60K,Blue,41,3,2406,32,0.648
714819183,Existing Customer,1958,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,24571,28,0.08
716455683,Existing Customer,1981,F,3,High School,Single,Less than $40K,Gold,36,2,15534,28,0.047
710865633,Existing Customer,1980,F,2,Graduate,Married,Less than $40K,Silver,33,2,12301,29,0.183
752952108,Existing Customer,1984,M,4,Graduate,Married,$80K - $120K,Blue,26,2,2846,37,0.639
712595433,Existing Customer,1963,M,2,Uneducated,Unknown,$120K +,Blue,49,2,9788,37,0.183
714982383,Existing Customer,1966,M,2,High School,Married,$60K - $80K,Blue,36,3,7231,23,0.329
813814008,Existing Customer,1968,F,1,High School,Married,Less than $40K,Blue,48,3,2324,37,0.678
794545983,Existing Customer,1964,M,2,Graduate,Married,$80K - $120K,Blue,40,2,12208,34,0.162
708288108,Attrited Customer,1978,M,4,Post-Graduate,Unknown,$80K - $120K,Blue,30,5,5639,15,0.274
715585158,Existing Customer,1963,M,1,Graduate,Married,$60K - $80K,Blue,46,3,10021,25,0.161
810449883,Existing Customer,1957,M,0,Unknown,Married,Less than $40K,Blue,56,1,2215,27,0.865
789863208,Existing Customer,1967,F,2,Graduate,Married,Less than $40K,Blue,44,2,2027,37,0.73
715022133,Existing Customer,1968,M,2,Graduate,Married,$60K - $80K,Blue,47,2,6363,26,0.183
712506708,Existing Customer,1982,F,3,College,Single,Less than $40K,Blue,25,1,3920,53,0.512
715699983,Existing Customer,1965,M,3,High School,Married,$60K - $80K,Blue,36,1,9226,29,0.134
818942433,Existing Customer,1967,F,4,Unknown,Divorced,Less than $40K,Blue,49,1,9376,33,0.137
712459233,Existing Customer,1962,F,1,Post-Graduate,Married,$40K - $60K,Blue,46,3,1944,57,0.692
716545383,Existing Customer,1979,M,3,Uneducated,Single,$40K - $60K,Blue,36,1,9599,38,0.162
721144383,Existing Customer,1979,M,4,Graduate,Married,$60K - $80K,Silver,28,1,28202,38,0.03
821837958,Existing Customer,1978,M,3,College,Unknown,$80K - $120K,Blue,39,3,24850,25,0.067
804359133,Existing Customer,1966,M,0,High School,Married,$120K +,Blue,49,3,3805,27,0.587
713308683,Existing Customer,1969,M,1,Uneducated,Single,$80K - $120K,Blue,37,2,2733,39,0.478
788780958,Existing Customer,1975,M,1,Uneducated,Unknown,$40K - $60K,Blue,27,3,12781,21,0.098
717354558,Attrited Customer,1964,M,2,Uneducated,Married,$120K +,Blue,40,3,3106,17,0.361
798473808,Existing Customer,1973,M,3,College,Married,$80K - $120K,Blue,42,3,7477,32,0
712372158,Existing Customer,1976,M,4,Unknown,Married,$120K +,Blue,33,1,34516,47,0.06
715192308,Existing Customer,1973,M,2,High School,Married,$120K +,Blue,36,5,29963,28,0.07
708813033,Existing Customer,1974,M,1,Graduate,Single,$40K - $60K,Blue,36,3,6509,37,0.312
714639783,Attrited Customer,1979,M,3,College,Married,$60K - $80K,Blue,34,3,13450,18,0
709311633,Existing Customer,1980,M,2,Graduate,Unknown,$60K - $80K,Silver,36,2,27000,39,0
709470858,Existing Customer,1970,M,4,College,Married,$120K +,Silver,31,2,34516,25,0.036
717292758,Existing Customer,1966,F,2,Graduate,Single,Less than $40K,Blue,47,3,6347,44,0
779241783,Existing Customer,1954,M,1,Uneducated,Married,$40K - $60K,Blue,49,3,3106,38,0.539
715205358,Existing Customer,1982,M,1,Graduate,Married,$60K - $80K,Blue,31,1,2536,35,0.36
778871508,Existing Customer,1967,M,3,Post-Graduate,Single,$60K - $80K,Blue,35,3,13048,24,0.15
779462433,Existing Customer,1966,F,2,Unknown,Married,Less than $40K,Blue,37,3,2453,50,0.395
710147958,Existing Customer,1974,M,3,High School,Married,$40K - $60K,Silver,36,2,16138,33,0.077
709864833,Existing Customer,1972,M,2,Post-Graduate,Married,$60K - $80K,Blue,38,2,8077,26,0.243
778868958,Attrited Customer,1979,F,2,Graduate,Married,Less than $40K,Blue,23,3,1929,36,0.867
717276708,Existing Customer,1964,M,2,Unknown,Single,$80K - $120K,Blue,36,3,3127,30,0.805
710004933,Existing Customer,1977,M,5,Uneducated,Married,$60K - $80K,Blue,36,3,8645,25,0.168
753606108,Existing Customer,1965,M,3,Unknown,Single,$60K - $80K,Blue,49,1,1438.3,22,0
710940183,Attrited Customer,1972,F,3,Graduate,Married,Less than $40K,Blue,38,3,2185,20,0
718927533,Existing Customer,1976,M,3,Graduate,Single,$80K - $120K,Blue,32,2,24487,42,0.103
719337408,Existing Customer,1958,M,0,High School,Married,$60K - $80K,Blue,36,2,2567,43,0
772308408,Existing Customer,1977,M,3,Graduate,Single,$80K - $120K,Blue,33,3,4131,22,0.19
712981383,Existing Customer,1977,F,4,College,Married,Less than $40K,Silver,37,2,10790,16,0.179
790099758,Existing Customer,1981,M,3,High School,Married,$40K - $60K,Blue,33,3,6884,11,0.145
709547658,Attrited Customer,1982,M,2,Uneducated,Single,$60K - $80K,Blue,36,3,13961,20,0.093
778770783,Existing Customer,1979,M,4,High School,Married,$80K - $120K,Blue,30,1,29801,21,0.064
713134458,Existing Customer,1967,M,3,High School,Married,$120K +,Blue,43,1,13219,24,0
712159083,Attrited Customer,1963,F,4,Unknown,Married,Less than $40K,Blue,46,3,2536,35,0
713639958,Existing Customer,1975,F,4,Graduate,Divorced,Less than $40K,Blue,36,3,9478,41,0.087
771180033,Existing Customer,1974,F,4,Unknown,Divorced,$40K - $60K,Blue,34,1,3502,31,0.529
717916758,Existing Customer,1954,F,0,Unknown,Married,Unknown,Blue,56,3,10509,34,0.227
711089733,Existing Customer,1971,F,2,College,Divorced,Less than $40K,Blue,36,3,1491,34,0
716988633,Existing Customer,1966,M,0,High School,Divorced,$60K - $80K,Blue,46,1,9734,38,0
779031033,Existing Customer,1975,F,2,Graduate,Married,$40K - $60K,Blue,22,1,2305,36,0.706
716302383,Existing Customer,1974,F,4,Uneducated,Married,$40K - $60K,Blue,36,1,14241,44,0.146
718281408,Existing Customer,1985,F,2,Unknown,Married,$40K - $60K,Blue,25,1,4789,29,0.262
721333233,Existing Customer,1981,M,4,Doctorate,Divorced,$60K - $80K,Blue,34,2,23138,39,0.075
794496033,Existing Customer,1964,M,2,Unknown,Single,$80K - $120K,Blue,38,1,23008,36,0.099
710519433,Existing Customer,1973,M,1,Unknown,Divorced,$80K - $120K,Blue,36,1,3131,40,0.804
814995933,Existing Customer,1963,F,3,Graduate,Married,Less than $40K,Blue,53,3,5798,45,0.309
721469433,Existing Customer,1973,M,3,Graduate,Single,$40K - $60K,Blue,36,2,6880,35,0.202
788386908,Existing Customer,1973,M,3,Graduate,Unknown,$80K - $120K,Platinum,41,2,34516,29,0.044
717198633,Existing Customer,1968,F,2,College,Married,$40K - $60K,Blue,34,2,2075,49,0.708
767695083,Existing Customer,1971,M,2,Graduate,Married,$80K - $120K,Blue,44,3,4589,37,0
711791583,Attrited Customer,1969,F,1,Graduate,Single,Less than $40K,Blue,40,2,2317,19,0
712315683,Attrited Customer,1968,F,2,Uneducated,Single,Less than $40K,Blue,45,1,1981,25,0.766
710038008,Existing Customer,1965,F,1,Graduate,Single,$40K - $60K,Blue,47,2,6038,30,0
789129033,Existing Customer,1977,M,5,Unknown,Single,$80K - $120K,Blue,32,3,14910,26,0.059
718349058,Existing Customer,1972,M,3,High School,Married,$80K - $120K,Blue,39,3,29659,21,0.039
789842283,Attrited Customer,1967,M,2,Graduate,Married,$60K - $80K,Blue,42,3,4320,21,0
714513033,Existing Customer,1982,F,1,Unknown,Single,$40K - $60K,Blue,36,1,11213,23,0
714717483,Existing Customer,1982,F,3,Uneducated,Divorced,Unknown,Blue,29,1,26181,35,0
714900408,Existing Customer,1980,F,4,High School,Single,Less than $40K,Blue,31,1,5773,39,0
719418933,Attrited Customer,1968,M,2,Uneducated,Married,$80K - $120K,Blue,36,3,4503,20,0
720115683,Existing Customer,1974,M,3,Uneducated,Married,$80K - $120K,Blue,36,2,29770,42,0.053
779504058,Existing Customer,1975,F,2,Post-Graduate,Married,Less than $40K,Blue,28,1,5014,25,0.381
795979833,Existing Customer,1968,F,1,High School,Married,Less than $40K,Blue,47,1,3445,31,0.312
717392358,Existing Customer,1961,M,1,Graduate,Married,$80K - $120K,Blue,50,2,23412,50,0.046
718640508,Existing Customer,1962,F,0,Graduate,Single,Less than $40K,Blue,46,1,3044,36,0.529
803366358,Existing Customer,1983,M,1,Unknown,Single,$60K - $80K,Blue,29,2,14596,25,0.15
709230708,Existing Customer,1965,M,4,Uneducated,Single,Less than $40K,Blue,36,2,3864,42,0.428
781794708,Attrited Customer,1986,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,29,1,17030,25,0.112
801383808,Existing Customer,1971,M,3,Graduate,Single,$60K - $80K,Blue,44,2,23090,24,0.036
710677608,Existing Customer,1968,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,36,2,29205,43,0.041
708217758,Existing Customer,1958,M,2,Graduate,Married,$60K - $80K,Blue,49,2,14035,30,0.147
714272658,Attrited Customer,1978,F,2,Uneducated,Single,Less than $40K,Blue,24,3,2962,31,0.85
717469158,Existing Customer,1975,M,2,Unknown,Married,$80K - $120K,Blue,30,3,18578,54,0.075
711864783,Existing Customer,1960,M,1,Uneducated,Single,$60K - $80K,Blue,46,3,2201,32,0.517
719407983,Existing Customer,1984,F,0,Post-Graduate,Married,Less than $40K,Blue,25,3,2061,60,0.72
710665533,Existing Customer,1979,F,5,Doctorate,Married,Unknown,Blue,23,2,24602,44,0.067
716804283,Existing Customer,1980,M,2,Uneducated,Divorced,$120K +,Blue,29,2,15911,33,0.056
767294658,Attrited Customer,1965,M,2,College,Single,$120K +,Blue,50,2,16867,14,0
709122483,Existing Customer,1965,M,3,Graduate,Married,$60K - $80K,Blue,37,3,2783,54,0.548
708241233,Attrited Customer,1969,F,3,Post-Graduate,Single,Less than $40K,Blue,47,3,2972,25,0
717860358,Existing Customer,1981,F,3,High School,Single,$40K - $60K,Blue,36,3,5124,42,0.436
789337233,Existing Customer,1958,M,1,Graduate,Married,$40K - $60K,Blue,53,6,2880,26,0.82
720902133,Existing Customer,1963,M,1,High School,Single,$40K - $60K,Blue,46,1,5579,35,0
721043058,Existing Customer,1963,M,4,Unknown,Married,$60K - $80K,Blue,44,1,12010,35,0.179
711870333,Existing Customer,1975,M,2,Uneducated,Divorced,$80K - $120K,Blue,36,3,34516,51,0.046
708398283,Existing Customer,1984,F,1,Graduate,Married,$40K - $60K,Blue,29,2,4394,32,0.201
715878183,Existing Customer,1975,M,4,Graduate,Single,$80K - $120K,Blue,35,3,18325,33,0.039
719451483,Existing Customer,1975,F,4,Post-Graduate,Married,Less than $40K,Blue,37,3,3773,25,0.523
709110633,Existing Customer,1980,M,1,Graduate,Single,$80K - $120K,Blue,29,1,21684,24,0.081
721059033,Existing Customer,1973,F,3,High School,Divorced,$40K - $60K,Blue,40,1,1919,33,0.403
779912283,Existing Customer,1972,F,3,Graduate,Single,$40K - $60K,Blue,33,3,9995,38,0.171
717701733,Existing Customer,1977,M,2,Graduate,Married,$80K - $120K,Blue,35,2,11910,39,0.176
709913733,Existing Customer,1982,F,3,College,Married,Less than $40K,Blue,36,2,2279,32,0.671
718768158,Existing Customer,1964,M,1,College,Single,$40K - $60K,Blue,48,1,3539,23,0
721375308,Existing Customer,1973,M,3,High School,Married,$80K - $120K,Blue,36,1,30579,19,0.044
711374283,Existing Customer,1974,M,3,High School,Single,$80K - $120K,Blue,42,1,24480,32,0.079
822893133,Existing Customer,1965,F,1,Uneducated,Divorced,Unknown,Blue,52,1,17561,33,0
